Datetime,UNIT_ID,Ctrlmode,IU_TON_Cap,OU1Ta,OU1ThexLiq,OU1Tsh,OU1TLiqPipe,OU1Pc,OU1Pe,OU1Tc,OU1Te,OU1EV1pls,OU1EV2pls,OU1HP,OU1FanStep,OU1TAccIn,OU1INVCur,OU1INVrps,OU1Td,OU1Fanrps,OU1Fan2rps,OU1INVCopt,OU1INVCOnOffN,DefrostN,OU1PcMKS,OU1PeMKS,OU1ThexdiMKS,Tc(Rp),Te(Rp),TCondTPIn,TCondTPOut,SCondTPin,SCondTPOut,TCondDi,SConddi,ACondSC_Te,ACondTP_Te,RLI(Te),SHdis,SHsuc,SCconddi(Rp),ModifySCDi(Rp),CCDI,RLILiq
2020-05-19 06:00:00,708.0,4.0,74.6,28.0,36.0,32.0,35.0,21.5,7.2,36.0,0.0,3000.0,20.0,22.0,0.0,0.0,17.0,12.0,48.0,0.0,0.0,60.0,0.0,0.0,2209.754999795,807.4040497950001,309.15,36.19792020308063,0.2617237001121566,36.31724762641244,36.19792020308063,1.8081802466877617,1.2700216443023171,36.0,1.2688300957495444,0.04270180716949496,19.371481824769464,0.002204,11.80208,0.0,0.19792,0.02414270877211336,,0.002204
2020-05-25 03:00:00,708.0,4.0,80.2,27.0,28.0,28.0,28.0,17.3,8.2,29.0,4.0,3000.0,20.0,22.0,7.0,21.0,12.0,27.0,40.0,940.0,910.0,60.0,0.0,0.0,1797.8756997950002,905.4705497949999,301.15,28.086306441838985,3.9156327252940173,28.2053975278115,28.086306441838985,1.8260537980259717,1.2246353673059887,28.0,1.2241357709344909,0.012054021692852517,14.572500443068378,0.000827,11.913694,17.084367,0.086306,0.07944903636389597,,0.000827
2020-05-25 04:00:00,708.0,4.0,80.2,30.0,43.0,26.0,27.0,27.4,7.0,46.0,-1.0,3000.0,380.0,22.0,7.0,1.0,28.0,116.0,78.0,1130.0,1100.0,60.0,0.0,0.0,2788.347349795,787.790749795,316.15,45.84443855943209,-0.5088612562674939,45.95877630859883,45.84443855943209,1.7835360360526744,1.3257862726347693,43.0,1.3075372555296862,0.8199480572510294,21.24438106309111,0.038596,32.155561,1.508861,2.844439,0.17952286471562753,,0.038596
2020-05-25 06:00:00,708.0,4.0,80.2,28.0,47.0,34.0,38.0,30.0,8.2,50.0,4.0,3000.0,480.0,22.0,4.0,5.0,27.0,67.0,75.0,380.0,380.0,60.0,0.0,0.0,3043.320249795,905.4705497949999,320.15,49.61218254332624,3.9156327252940173,49.72233337824508,49.61218254332624,1.7722928663161712,1.3484832390087447,47.0,1.3309018779137518,0.7804446808760273,19.389979239762766,0.04025,25.387817,1.084367,2.612183,0.1208662287931041,,0.04025
2020-05-25 07:00:00,708.0,4.0,80.2,27.0,47.0,34.0,38.0,29.2,8.2,49.0,4.0,3000.0,480.0,22.0,4.0,6.0,26.0,66.0,75.0,380.0,380.0,60.0,0.0,0.0,2964.867049795,905.4705497949999,320.15,48.47973917390766,3.9156327252940173,48.59131068570497,48.47973917390766,1.775799254463061,1.3415862925571092,47.0,1.3316705441479468,0.43455010694375584,19.374535554045575,0.022429,26.520261,2.084367,1.479739,0.06888998921353295,,0.022429
2020-05-25 08:00:00,708.0,4.0,80.2,27.0,45.0,40.0,42.0,27.4,8.7,46.0,6.0,3000.0,20.0,22.0,4.0,7.0,21.0,60.0,68.0,380.0,380.0,56.0,1.0,0.0,2788.347349795,954.503799795,318.15,45.84443855943209,5.631561393210063,45.95877630859883,45.84443855943209,1.7835360360526744,1.3257862726347693,45.0,1.3202826330794888,0.21899343867481022,18.433604048006817,0.01188,22.155561,1.368439,0.844439,0.044811045833856276,,0.01188
2020-05-26 03:00:00,708.0,4.0,39.1,24.0,28.0,25.0,23.0,17.9,7.0,30.0,-1.0,3000.0,20.0,22.0,4.0,0.0,14.0,36.0,49.0,380.0,380.0,57.0,1.0,0.0,1856.715599795,787.790749795,301.15,29.32562674788005,-0.5088612562674939,29.444948373104012,29.32562674788005,1.823437657026575,1.23151240942895,28.0,1.223826896105327,0.22419929404285802,17.695101440080627,0.01267,19.674373,0.508861,1.325627,0.24891474050968493,,0.01267
2020-05-26 04:00:00,708.0,4.0,39.1,28.0,36.0,33.0,35.0,21.5,7.2,36.0,0.0,3000.0,20.0,22.0,0.0,0.0,16.0,12.0,49.0,0.0,0.0,60.0,0.0,0.0,2209.754999795,807.4040497950001,309.15,36.19792020308063,0.2617237001121566,36.31724762641244,36.19792020308063,1.8081802466877617,1.2700216443023171,36.0,1.2688300957495444,0.04270180716949496,19.371481824769464,0.002204,12.80208,0.0,0.19792,0.02414270877211336,,0.002204
2020-05-26 05:00:00,708.0,4.0,44.7,27.0,34.0,34.0,33.0,20.9,7.0,35.0,-1.0,3000.0,20.0,22.0,6.0,0.0,17.0,53.0,58.0,860.0,660.0,60.0,0.0,0.0,2150.915099795,787.790749795,307.15,35.11309738715238,-0.5088612562674939,35.23258562275021,35.11309738715238,1.8106871371311621,1.2638926568350608,34.0,1.2572587180913344,0.2326217816309179,19.510558117400592,0.011923,22.886903,0.508861,1.113097,0.1371975395935296,,0.011923
2020-05-28 04:00:00,708.0,4.0,73.1,30.0,34.0,35.0,26.0,27.4,7.0,46.0,-1.0,3000.0,140.0,22.0,7.0,10.0,24.0,97.0,87.0,1130.0,1100.0,33.0,0.0,0.0,2788.347349795,787.790749795,307.15,45.84443855943209,-0.5088612562674939,45.95877630859883,45.84443855943209,1.7835360360526744,1.3257862726347693,34.0,1.2534617429666002,2.924158883740878,21.24438106309111,0.137644,41.155561,10.508861,11.844439,0.7475455160857739,,0.137644
2020-06-15 08:00:00,708.0,4.0,49.2,28.0,33.0,32.0,33.0,26.2,6.5,44.0,-3.0,3000.0,0.0,22.0,6.0,18.0,22.0,98.0,68.0,860.0,660.0,36.0,2.0,0.0,2670.667549795,738.7574997950001,306.15,44.01540253572364,-2.5008259471920837,44.131258050645556,44.01540253572364,1.788604771756641,1.3149940255148376,33.0,1.2483324186967144,2.7336943174002264,22.05802089258714,0.123932,23.984597,20.500826,11.015403,0.687800570446435,,0.123932
2020-06-15 09:00:00,708.0,4.0,1.0,28.0,33.0,33.0,24.0,24.4,8.4,41.0,5.0,3000.0,20.0,22.0,4.0,21.0,18.0,34.0,72.0,380.0,380.0,9.0,0.0,0.0,2494.1478497949997,925.083849795,306.15,41.15266006868552,4.610211269363276,41.27030889773448,41.15266006868552,1.796124015276936,1.2983345759982252,33.0,1.2493363529262005,1.5907821295293127,18.219727270007656,0.087311,30.84734,16.389789,8.15266,0.6198487573939694,,0.087311
2020-06-16 06:00:00,708.0,4.0,49.2,27.0,31.0,29.0,32.0,25.0,7.0,42.0,-1.0,3000.0,0.0,22.0,6.0,18.0,21.0,83.0,66.0,860.0,660.0,27.0,0.0,0.0,2552.987749795,787.790749795,304.15,42.123610354308255,-0.5088612562674939,42.24072555657432,42.123610354308255,1.7936257105794882,1.3039562966665308,31.0,1.2374344214759803,2.466010245714604,20.90449125343838,0.117966,23.87639,18.508861,11.12361,0.7355128662668318,,0.117966
